source	target	kind	discovery	blame_date	file_created	evidence
87	161	context	later	2026-08-23	2026-08-03	RECLASSIFIED-NEGATION: printed a byte over serial; the x86_64 port itself is M-161's scope and is not gated on
87	16	context	later	2026-08-23	2026-08-03	DECISIONS S-19 names x86_64 as the third ISA target, and the second ISA's lesson (M-16, the
87	16	context	at-creation	2026-08-03	2026-08-03	- **VT-d**, because IOMMU-backed driver isolation (M-16) is a parity theme (S-19), and the
87	25	context	at-creation	2026-08-03	2026-08-03	- **Four real cores** for the per-CPU scheduler, and any Intel core has the PMU that M-25's
87	161	context	later	2026-08-23	2026-08-03	RECLASSIFIED-NEGATION: M-161's scope and is not gated on this purchase, because the port starts under
87	195	context	later	2026-09-03	2026-08-03	- **Done.** The kernel suite runs under real firmware. M-195 added a UEFI test task, run by
87	224	context	later	2026-09-17	2026-08-03	belongs to, M-224, where calef ruled on 2026-09-04 that board power stays manual.
87	161	context	later	2026-09-03	2026-08-03	- **M-161.** The `igc` driver deltas QEMU cannot emulate belong to the x86_64 port rather
87	16	prerequisite	later	2026-09-14	2026-08-03	M-161's third ISA needs what M-16's second needed: a dedicated, brickable board,
87	161	prerequisite	later	2026-09-14	2026-08-03	M-161's third ISA needs what M-16's second needed: a dedicated, brickable board,
91	256	context	later	2026-09-05	2026-08-03	boot path, which is why M-256 had to distinguish an absent answer from a disagreeing one.
91	40	context	later	2026-09-05	2026-08-03	[M-40](40-documentation-service.md), documentation as a system service,
91	259	context	later	2026-09-05	2026-08-03	list of articles, and M-259's sweep found index entries go stale independently of what
91	40	context	later	2026-09-05	2026-08-03	same conflict reason the roadmap split cited. M-40 inherits these notes the way it inherits every other one.
92	93	context	later	2026-08-16	2026-08-03	M-93 reuses all of it by adding one row per kind, which is why the thresholds live in the
92	43	context	at-creation	2026-08-03	2026-08-03	M-43 asks for a second with a different lens; this milestone is the machine that makes
92	43	context	at-creation	2026-08-03	2026-08-03	2. **Each audit is a lane with a lens.** M-43's insight generalized: the value of the
92	84	context	at-creation	2026-08-03	2026-08-03	the block, exactly how M-90 was born from M-84's finding), or
92	90	context	at-creation	2026-08-03	2026-08-03	the block, exactly how M-90 was born from M-84's finding), or
92	43	context	at-creation	2026-08-03	2026-08-03	M-43 is unchanged and becomes the first audit run *under* this mechanism, inheriting its
92	43	context	later	2026-09-03	2026-08-03	- **M-43.** The second security audit, which becomes the first run *under* this mechanism
92	93	context	later	2026-09-03	2026-08-03	- **M-93.** The same machine for documentation audits, which reuses the index, the tripwire
92	43	context	later	2026-09-14	2026-08-03	One audit happened and M-43 asks for a second; this is the machine that makes them
93	92	context	later	2026-08-16	2026-08-03	**Status: BUILT** 2026-08-16. The mechanism is one row in M-92's cadence table, not a second
93	92	context	later	2026-08-16	2026-08-03	Raised 2026-08-03 by calef, as M-92's sibling: 92 keeps the
93	47	context	at-creation	2026-08-03	2026-08-03	status rows claimed more remained than their own blocks said; M-47's in-brief listed work
93	68	context	at-creation	2026-08-03	2026-08-03	This audits prose against reality; it does not write missing docs (M-68's remainder owns
93	40	context	at-creation	2026-08-03	2026-08-03	doc examples and item docs) and does not restructure them (M-40 owns docs as a service,
93	91	context	at-creation	2026-08-03	2026-08-03	M-91 owns the glossary; 91's every-use links add surface this mechanism then keeps true).
94	90	context	at-creation	2026-08-03	2026-08-03	message, a "follow-up, not built" aside in a decision block. M-90 exists only because
94	84	context	later	2026-08-14	2026-08-03	calef happened to catch M-84's guard-page finding in a report and said "add a milestone";
94	90	context	later	2026-08-16	2026-08-03	> them, which is what makes this the failure that recurs: M-90 exists only because calef
94	93	context	later	2026-08-16	2026-08-03	the block, never either against the tree. M-93's audits are the mechanism for this class.
94	93	context	later	2026-09-03	2026-08-03	- **M-93.** The recurring duty this milestone deliberately did not take. The sweep clears
95	22	context	at-creation	2026-08-03	2026-08-03	**Status: NOT-STARTED.** Raised 2026-08-04 from M-22's closing lane, which named it as the
95	435	context	later	2026-09-19	2026-08-03	up 2026-09-19 by M-435's lane, which found this gate naming no decision though the block had
95	22	context	at-creation	2026-08-03	2026-08-03	That is a real hole in the story M-22 otherwise tells. Init drops its construction budget,
95	22	context	at-creation	2026-08-03	2026-08-03	The proof, when it happens, is the shape M-22 already used: init writes to a boot server's
95	22	context	later	2026-09-14	2026-08-03	M-22's largest residual: `build_child` maps every page it writes for a child and nothing
96	50	context	at-creation	2026-08-04	2026-08-03	**Status: BUILT** 2026-08-04 (PR #93). Raised 2026-08-04 by M-50's closure lane, which found it the
96	22	context	at-creation	2026-08-03	2026-08-03	duplicated construction logic moves. M-22's lane also noted the loader now exists in three
96	231	context	later	2026-09-03	2026-08-03	- **M-231.** The sizing half of the failure mode this block names. A boot that reaches
96	231	prerequisite	later	2026-09-03	2026-08-03	once through init's sixteen-slot capability table overflowing. M-231 made the table count
97	24	context	at-creation	2026-08-03	2026-08-03	foreground process: two-tier, shell-held, no new kernel surface". M-24 is "A second aarch64
97	24	context	at-creation	2026-08-03	2026-08-03	`user/Cargo.toml` credit the `^C` work to "M-24". The first was written on 2026-07-28, and
97	24	context	at-creation	2026-08-03	2026-08-03	the roadmap on that date **already** said M-24 was Virtualization.framework, so this was
97	24	context	at-creation	2026-08-03	2026-08-03	"M-24, DECISIONS S-24", citing one thing twice under two schemes, which is the tell.
97	24	context	at-creation	2026-08-03	2026-08-03	number. `DECISIONS S-24 (interrupting the foreground process)` and `M-24
97	91	context	at-creation	2026-08-03	2026-08-03	here. Everything else is a sweep and a grep. Related but distinct: M-91 links acronyms to a
97	93	context	at-creation	2026-08-03	2026-08-03	glossary, M-93 audits claims for rot; this one is about a reference resolving to the thing
97	24	context	later	2026-09-14	2026-08-03	28 sites cited "M-24" meaning DECISIONS S-24, wrong at birth (the roadmap said
98	69	context	later	2026-08-23	2026-08-03	remembers it. Verified as a pure rename per M-69's proof obligation: every changed `.rs`
98	69	context	at-creation	2026-08-03	2026-08-03	Pure rename, no behaviour change, M-69's proof obligation applies, and the lock rank keeps
99	66	context	later	2026-08-03	2026-08-15	target beside M-66's Vaultwarden, chosen for a different reason: not the hardest workload,
99	258	context	later	2026-09-14	2026-08-15	either has or is building. Nothing in the tree compresses, and M-258 (archive and compression)
99	57	context	later	2026-09-14	2026-08-15	filesystem half is precisely what M-57's write-half just finished. Where
99	27	context	later	2026-08-03	2026-08-15	- **`gitoxide` (Rust)** rides the `std` PAL M-27 built and M-64 will widen, so the
99	64	context	later	2026-08-03	2026-08-15	- **`gitoxide` (Rust)** rides the `std` PAL M-27 built and M-64 will widen, so the
99	64	context	later	2026-08-04	2026-08-15	than a compatibility project, so every `Unsupported` it hits is PAL surface M-64 wants
99	64	prerequisite	later	2026-08-03	2026-08-15	functions today (M-64's table). Git's floor needs, at minimum: create and open with the
99	47	context	later	2026-08-03	2026-08-15	`unlink`, `mkdir` recursive, `stat` with sizes and mtimes, and directory iteration. M-47
99	57	context	later	2026-08-03	2026-08-15	over the same disk image, which is M-57's proof shape reused: the host is the referee.
99	57	prerequisite	later	2026-08-03	2026-08-15	under `patches/`, the same road M-57 took with RedoxFS. Sequenced after M-64
99	64	prerequisite	later	2026-08-03	2026-08-15	under `patches/`, the same road M-57 took with RedoxFS. Sequenced after M-64
99	91	prerequisite	later	2026-08-03	2026-08-15	milestone's first week, and after M-91's glossary if it lands, since a reader meeting
99	57	context	later	2026-09-14	2026-08-15	which is what M-57 just finished building. First fork **decided 2026-08-04: gitoxide**
99	64	context	later	2026-09-14	2026-08-15	(Rust, rides the std PAL), so its gaps are M-64's surface with known owners; C git is a
100	60	context	later	2026-09-18	2026-08-04	Everywhere else the machine describes itself. `crates/device_tree_blob` already parses the tree, M-60
100	24	prerequisite	at-creation	2026-08-04	2026-08-04	**What it costs, and who needs it.** M-24 (a second aarch64 board, Virtualization.framework)
100	88	context	later	2026-08-15	2026-08-04	and M-88 (nife on rented silicon) both boot a machine that is not QEMU `virt`. A
100	24	context	at-creation	2026-08-04	2026-08-04	**Reading the device tree is necessary for M-24 and not sufficient for M-88.** An
100	88	context	at-creation	2026-08-04	2026-08-04	**Reading the device tree is necessary for M-24 and not sufficient for M-88.** An
100	88	context	at-creation	2026-08-04	2026-08-04	ACPI machine has no device tree at all and states PSCI in the FADT, which is why M-88's row
100	90	context	at-creation	2026-08-04	2026-08-04	`MISSED_TICKS`, `RAN_ON`), and M-90 is moving the stacks over a guard page. Reading `/cpus`
100	88	context	later	2026-09-03	2026-08-04	- **M-88.** The ACPI front door. An ACPI machine has no device tree at all and states PSCI
100	88	context	later	2026-09-03	2026-08-04	M-88 (nife on rented silicon) already budgets the UEFI boot path and the ACPI reader.
101	74	context	later	2026-08-16	2026-08-04	deriving them from nanoseconds and an assumed clock. That is M-74's deliverable by name, and
101	16	context	later	2026-08-16	2026-08-04	it rides M-16's silicon. This line read `NONE` until 2026-08-16, which was true while a
101	21	context	later	2026-08-16	2026-08-04	> | `ipc_rtt` (kernel-side, M-21) | ~951 | the rendezvous, no trap |
101	74	context	later	2026-08-16	2026-08-04	wrong twice (design/roadmap/74-cycle-counters.md).
101	19	context	later	2026-08-16	2026-08-04	**One caveat on the RISC-V twin, because "it was opened by M-19e" is too clean.** The
101	74	context	later	2026-08-16	2026-08-04	thread ran on. That is M-74's job, and it is why this milestone is not BUILT.
101	74	context	later	2026-08-16	2026-08-04	**The remaining step is M-74's, not a second lane on this one.** Folding it into
101	25	context	later	2026-08-16	2026-08-04	M-25 was the alternative this block named, and the reason for keeping it separate is now on
101	74	context	later	2026-09-03	2026-08-04	- **M-74.** The one remaining step, reading cycles from a PMU rather than deriving them
101	16	context	later	2026-09-03	2026-08-04	- **M-16.** The silicon that makes a PMU readable at all is 16a, which has booted the full
101	132	context	later	2026-09-03	2026-08-04	is on and this kernel has none, recorded in `notes/benchmarks.md`. M-132 measured the
101	228	prerequisite	later	2026-09-03	2026-08-04	rather than because this project set it, until 2026-07-30. M-228 has since made it a
101	25	context	later	2026-09-03	2026-08-04	- **Refused.** Folding the remaining step into M-25 was considered and declined: the
101	229	context	later	2026-09-03	2026-08-04	decided, M-229 is BUILT and M-237 is BUILT, so a per-thread counter grant already
101	237	context	later	2026-09-03	2026-08-04	decided, M-229 is BUILT and M-237 is BUILT, so a per-thread counter grant already
101	16	context	later	2026-09-14	2026-08-04	fixed. Cycles are still arithmetic on an assumed clock; the PMU reading waits on M-16's
102	29	prerequisite	later	2026-09-19	2026-08-04	overflow bit on drain, needs no decision and has a witness in M-29's flood, and should not
102	435	context	later	2026-09-19	2026-08-04	is delivered), written up 2026-09-19 by M-435's lane; this gate had named no decision since
102	16	context	at-creation	2026-08-04	2026-08-04	fault queue. M-16b built both drivers and proved the stop happens on both ISAs. Nothing
102	29	context	at-creation	2026-08-04	2026-08-04	test: `kernel/src/user/display_tests.rs` (three, M-29's framebuffer work) and
102	29	context	at-creation	2026-08-04	2026-08-04	**The overflow bit is the small half, and it has a witness.** M-29's escape test first
102	22	context	at-creation	2026-08-04	2026-08-04	message its supervisor holds (S-26, M-22), so a device escaping its grant could arrive as
102	16	context	at-creation	2026-08-04	2026-08-04	**The proof shape is M-16b's, reused.** Point a confined device at a frame outside its
102	29	context	at-creation	2026-08-04	2026-08-04	entry exists. M-29's flood is the reason to keep the provocation to a single translation.
103	106	context	at-creation	2026-08-04	2026-08-04	**The work.** Convert the shell's watch loop to whatever M-106 (a wait that ends on either
103	106	context	at-creation	2026-08-04	2026-08-04	**Strictly downstream of M-106.** There is no timed wait anywhere in the kernel (S-51 records
103	48	context	at-creation	2026-08-04	2026-08-04	**Not `Tcb::SUSPEND`.** Pausing a job resumably is S-24's deliberate deferral and M-48's
104	22	context	at-creation	2026-08-04	2026-08-04	**Status: BUILT** 2026-08-05 (PR #138). Raised 2026-08-04. M-22 (trusted init) is BUILT, so the sentence it
104	22	prerequisite	at-creation	2026-08-04	2026-08-04	M-22 phase B.1). Everything after that entry is unchecked bytes, loaded by a program whose
104	22	context	at-creation	2026-08-04	2026-08-04	userspace, carrying its own table. That works precisely because M-22 already measured init:
104	22	context	at-creation	2026-08-04	2026-08-04	phase B's record, and M-22's own block. None of them names an owner.
104	22	context	at-creation	2026-08-04	2026-08-04	whose shell is unrecognised is the fail-closed floor M-22 argues for everywhere else, and it
104	96	context	at-creation	2026-08-04	2026-08-04	init role (aarch64) each carry their own copy of `build_child`, which is M-96's finding.
104	96	context	later	2026-09-03	2026-08-04	- **M-96.** The two copies of `build_child`, one in `system_initializer` and one in
104	450	context	later	2026-09-20	2026-08-04	This refusal is M-450 (design/roadmap/450-a-signature-over-the-init-image.md), which
105	22	context	at-creation	2026-08-04	2026-08-04	# 105. The two forks M-22 named and left
105	22	context	at-creation	2026-08-04	2026-08-04	**Status: NOT-STARTED.** Raised 2026-08-04. M-22 (trusted init) built the supervision tree
105	435	context	later	2026-09-19	2026-08-04	already sent), written up 2026-09-19 by M-435's lane. Both were recorded in
105	22	context	at-creation	2026-08-04	2026-08-04	supervisor able to build processes, which is precisely the authority M-22 set out to give
105	23	prerequisite	at-creation	2026-08-04	2026-08-04	M-23 (the component OS with live replacement) is. Neither depends on the other, so a
106	30	context	at-creation	2026-08-04	2026-08-04	**Status: NOT-STARTED.** Raised 2026-08-04 from `notes/net.md:307`, where M-30's network
106	51	context	later	2026-08-17	2026-08-04	for calef before it is a task**, and it is the same fork **M-51** already records.
106	263	context	later	2026-09-05	2026-08-04	M-263 settles that and prices a fourth shape (`Timer::ARM(deadline, notification)`) that
106	51	context	later	2026-09-05	2026-08-04	neither this block nor M-51 lists.
106	51	context	later	2026-09-05	2026-08-04	**Original gate: DECISION.** A timed wait is a kernel-surface addition and **M-51's block**
106	51	context	later	2026-08-17	2026-08-04	(`design/roadmap/51-wall-clock-time.md`, "The fork this exposes, which is bigger than the milestone")
106	103	context	later	2026-08-17	2026-08-04	it (`design/roadmap/103-interrupt-watch-stops-spinning.md:50`, `notes/pipes.md:656`) and belong to
106	51	context	later	2026-08-17	2026-08-04	on purpose: shipping it would have settled the fork by accident, which this block and M-51's
106	51	context	at-creation	2026-08-04	2026-08-04	**This is M-51's fork, and it should be decided once.** M-51 (wall-clock time) records three
106	103	context	at-creation	2026-08-04	2026-08-04	deadline, and M-103 (the shell's interrupt watch) is the consumer that turns the third
106	103	context	later	2026-09-13	2026-08-04	| `swish`'s interrupt watch | the `^C` poll, M-103's owner | M-103 |
106	19	context	later	2026-08-17	2026-08-04	cost argument assumed **has not existed since M-19c.2**: TCBs are page-resident, so this
106	124	context	later	2026-08-17	2026-08-04	- **M-124's proof holds, measured, on both ISAs.** A prototype expiry was wired into `on_tick`
106	51	context	at-creation	2026-08-04	2026-08-04	**M-51 is BUILT and this fork is explicitly tracked outside it.** 51's block says the
106	23	context	later	2026-08-17	2026-08-04	103), and a **liveness watch over a supervision domain** (M-23's hung-component residual,
106	62	context	later	2026-08-17	2026-08-04	rather than duration** (M-62's argument, one level out), which softens what an inaccurate
106	23	context	later	2026-08-17	2026-08-04	**Two citations corrected 2026-08-17**, by M-23's hung-component lane, which needed this fork
106	51	context	later	2026-08-17	2026-08-04	S-51 is *the sink protocol*; they live in **M-51's** roadmap block, in its rejected-alternatives
106	263	context	later	2026-09-14	2026-08-04	four consumers are userspace; this stays owed against a kernel-side one appearing. M-263
107	54	context	later	2026-08-15	2026-08-04	**Status: BUILT.** Merged 2026-08-04 (pull request #117; `socket_proto`'s listen verbs are on main). The status said IN-PROGRESS for eleven days after the ...
107	54	context	at-creation	2026-08-04	2026-08-04	**Why it is not a detail.** M-54 (a network file service a Mac can actually mount) and
107	55	context	at-creation	2026-08-04	2026-08-04	M-55 (Time Machine over SMB3 with Apple's extensions) are both **servers**. The mount is a
107	30	context	at-creation	2026-08-04	2026-08-04	M-30 earned, a network gate with zero developer setup that runs in CI.
107	30	context	at-creation	2026-08-04	2026-08-04	surface M-30 kept deliberately narrow ("TCP, UDP, DHCP, no sockets-API mimicry beyond what
107	27	context	at-creation	2026-08-04	2026-08-04	**This also binds M-27's `std::net` PAL.** `TcpListener` is currently unreachable for the
107	30	context	at-creation	2026-08-04	2026-08-04	same reason `TcpStream` was before M-30; whether the PAL binding lands here or in 27's
107	99	context	at-creation	2026-08-04	2026-08-04	gitoxide-style real workload (M-99) can serve anything.
107	64	context	later	2026-09-03	2026-08-04	- **M-64.** The `std::net` PAL binding this block flagged as a scoping question. It landed
107	64	context	later	2026-09-03	2026-08-04	in M-64 rather than here or in 27: `TcpListener::bind` and `accept` map onto `OP_LISTEN`
108	95	context	at-creation	2026-08-04	2026-08-04	**Related, and distinct: M-95 (an unmap primitive).** 95 is about a holder giving a mapping
108	107	context	later	2026-09-03	2026-08-04	M-107 already found at the edge.
109	47	context	at-creation	2026-08-04	2026-08-04	**Status: BUILT** 2026-08-04 (PR #111). Built as a shell prefix word rather than a program, deliberately: a batching program would have to hold the union of ...
109	47	context	at-creation	2026-08-04	2026-08-04	states it first, `notes/glob.md` repeats it, and M-47's own block says "`xargs` is still not
109	47	context	at-creation	2026-08-04	2026-08-04	**Why `xargs` here is a better idea than `xargs` in Unix**, in M-47's words, which are worth
109	47	context	at-creation	2026-08-04	2026-08-04	M-47 and both notes call it, and it is a standard term a reader already knows from outside,
109	47	context	later	2026-09-03	2026-08-04	- **M-47.** `xargs <program>` still stops after planning batch one, because the shell cannot
109	47	context	later	2026-09-03	2026-08-04	yet ask init to mint a per-batch caretaker. That missing delegation chain is M-47's, and
109	451	context	later	2026-09-20	2026-08-04	This refusal is M-451 (design/roadmap/451-more-than-eight-names-in-a-grant.md), which
109	47	context	later	2026-09-03	2026-08-04	calef's call, like every name a lane ships. It is what M-47 and both glob notes call it,
110	57	context	at-creation	2026-08-04	2026-08-04	**Status: BUILT** 2026-08-04 (PR #103). Raised 2026-08-04 from `notes/host-recovery.md:263`. M-57
110	57	context	at-creation	2026-08-04	2026-08-04	**The gap has a witness, which is the argument for closing it.** M-57's post-run check
110	452	context	later	2026-09-20	2026-08-04	This refusal is M-452 (design/roadmap/452-a-salvage-tool-for-a-broken-superblock.md),
110	57	context	later	2026-09-14	2026-08-04	the wrong place. M-57's residual, and small
111	31	context	later	2026-09-05	2026-08-04	this block's own recommendation, which was to fold it into M-65 or M-31's phase two.
111	65	context	later	2026-09-05	2026-08-04	this block's own recommendation, which was to fold it into M-65 or M-31's phase two.
111	56	context	at-creation	2026-08-04	2026-08-04	**The finding.** M-56 built the entropy service and the grant that reaches it. Nothing at
111	56	context	at-creation	2026-08-04	2026-08-04	form of the property M-56 built the service to have.
111	230	context	later	2026-09-05	2026-08-04	M-230, but which is one gate rather than the suite. This is the same gap `xtask`'s own
111	230	context	later	2026-09-05	2026-08-04	of the three M-230 left. The next thing that holds a capability across init's login block
111	390	context	later	2026-09-19	2026-08-04	- **M-390.** Give the kernel's `Spawn` a `placed` list the way
111	433	context	later	2026-09-19	2026-08-04	2026-09-19 by M-433's drain of the pile; the crate was `supervision_proto` when this
111	265	context	later	2026-09-19	2026-08-04	bullet was written and is `supervision_protocol` since M-265.
111	31	context	later	2026-09-05	2026-08-04	- **Done.** M-65 (a secrets service) and M-31 phase two are unaffected by this
111	65	context	later	2026-09-05	2026-08-04	- **Done.** M-65 (a secrets service) and M-31 phase two are unaffected by this
111	65	context	at-creation	2026-08-04	2026-08-04	- **Fold into M-65 (a secrets service).** 65 holds keys and exposes operations, so it will
111	31	context	at-creation	2026-08-04	2026-08-04	- **Fold into M-31 (a capability shell), phase two.** 31 owns per-file grants pointing at FS
112	78	context	at-creation	2026-08-04	2026-08-04	judgement. Decide per site with an argument, the way M-78 decides per assertion, rather than
112	453	context	later	2026-09-20	2026-08-04	This refusal is M-453 (design/roadmap/453-a-lint-for-a-safety-comment-on-a-safe-fn.md),
113	82	context	at-creation	2026-08-04	2026-08-04	**Status: BUILT** 2026-08-04 (PR #109). Raised 2026-08-04 by M-82's lane, recorded in
113	112	context	at-creation	2026-08-04	2026-08-04	**Related and distinct: M-112 (the SAFETY comments that bind nobody).** 112 is about
113	82	context	at-creation	2026-08-04	2026-08-04	origin (M-82's survey) and nothing else, and neither blocks the other.
113	82	context	at-creation	2026-08-04	2026-08-04	one of `script/lint`'s thirteen configurations, and M-82's survey already found the
113	82	context	later	2026-09-14	2026-08-04	fire there; 14 blocks live under it and eleven of `ipc`'s twelve are undocumented. M-82's
114	76	context	at-creation	2026-08-04	2026-08-04	**Measured against the case that justified M-76**, because the argument is the same argument
114	94	context	at-creation	2026-08-04	2026-08-04	or BUILT; a decision says nothing about whether it still holds. M-94's sweep found S-11
114	96	context	at-creation	2026-08-04	2026-08-04	the duplication M-96 spent a day removing from the inits. One directory, one index, one
114	76	context	at-creation	2026-08-04	2026-08-04	the diff reviewable as a move rather than an edit; M-76's lane proved its split byte-for-byte
114	97	context	at-creation	2026-08-04	2026-08-04	**Sequence it with M-97**, which is already about citations naming what they cite. The two
114	76	context	at-creation	2026-08-04	2026-08-04	Three of this entry's numbers were taken from the M-76 comparison rather than from the
114	76	context	at-creation	2026-08-04	2026-08-04	**The move was proved the way M-76 proved its own.** A reassembly script inverts every
114	22	context	at-creation	2026-08-04	2026-08-04	"not yet built" while three blocks below it recorded M-22 building it in two phases.
114	97	context	at-creation	2026-08-04	2026-08-04	M-97. The interaction this entry's scope note predicted holds: 97's check is now a
114	97	context	later	2026-09-03	2026-08-04	- **M-97.** The check this split makes cheap and could not build itself: a citation that is
114	76	prerequisite	later	2026-09-14	2026-08-04	The same case M-76 made, with nearly the same numbers: 5,320 lines, 71 sections, 2,017 `§N` citations, 126 commits in ten days, and three ...
115	96	context	at-creation	2026-08-04	2026-08-04	**The incident.** A lane proposed `system_builder` for the crate M-96 extracted; the
115	63	context	at-creation	2026-08-04	2026-08-04	maintainer find that **M-63 had already refused `system_builder`**, for a reason neither had
115	88	context	at-creation	2026-08-04	2026-08-04	sequence it does not occupy, and M-88 will need the real one), `script/sanitize` (reads as
115	63	context	later	2026-08-14	2026-08-04	| **recorded** | the history explains it (M-63's table, a commit, a header) but calef never ruled |
115	97	context	at-creation	2026-08-04	2026-08-04	citations, and M-97 is the neighbouring case.
115	97	context	later	2026-09-03	2026-08-04	- **M-97.** The neighbouring case this block's scope note names: the same blind spot in the
115	63	context	later	2026-09-14	2026-08-04	maintainer endorsed it, and M-63 turned out to have refused it months earlier for a
116	43	context	later	2026-08-14	2026-08-04	**Status: BUILT** 2026-08-14 (PR #131). Minted 2026-08-04 by the integrator, from M-43's audit proposal C,
116	80	context	at-creation	2026-08-04	2026-08-04	- **M-80's loom harness** found the clock page's seqlock writer claiming the sequence with
116	43	context	at-creation	2026-08-04	2026-08-04	- **M-43's audit** found three release-side fences in the compositor's subsystem **whose
116	80	context	at-creation	2026-08-04	2026-08-04	that, record it as a limitation, and make the inventory itself the deliverable. M-80's
116	43	context	later	2026-09-03	2026-08-04	- **M-43.** The three unpaired release fences in the compositor that half raised this
116	80	context	later	2026-09-03	2026-08-04	- **M-80.** The output this block guessed at and got right: the useful answer is a list of
117	130	context	later	2026-08-18	2026-08-04	- **`notes/adding-a-program.md` is stale again**, two days after run 2 corrected it. M-130
117	97	context	at-creation	2026-08-04	2026-08-04	costs more than one that is silent. M-97 found six citations pointing at the wrong record;
117	118	context	later	2026-08-18	2026-08-04	restating it, because the two have different readers and M-118 is shrinking `AGENTS.md`;
117	62	context	later	2026-08-18	2026-08-04	claim something the code cannot support. ***Done by M-62, which deleted the assertion
117	62	context	later	2026-08-18	2026-08-04	- **Stop `timer.rs`'s panic message asserting a false dichotomy: already done by M-62**, in
117	129	context	later	2026-08-18	2026-08-04	wrong and are worth correcting rather than deleting. M-129 is **not** the machinery: it
117	150	context	later	2026-08-22	2026-08-04	M-150**, "Adding a program should not need eight hand-maintained lists"
117	150	context	later	2026-08-22	2026-08-04	(`design/roadmap/150-program-declaration-data.md`, provisional number; 147, 148 and 149 were
117	495	context	later	2026-09-20	2026-08-04	proposal (`design/roadmap/495-a-due-cadence-reaches-nobody.md`) rather than this block,
117	150	context	later	2026-09-19	2026-08-04	- **M-150 worked on first contact.** The stranger added a program through the one-place
117	516	context	later	2026-09-20	2026-08-04	and in `design/roadmap/516-uefi-test-exits-one-after-a-passing-suite.md`.
117	495	context	later	2026-09-20	2026-08-04	- **M-495.** A due cadence reaches nobody, and the watcher cannot tell due from dead:
117	495	context	later	2026-09-20	2026-08-04	M-495 (a cadence that says "due" reaches nobody), `design/roadmap/495-a-due-cadence-reaches-nobody.md`.
117	516	context	later	2026-09-20	2026-08-04	- **M-516.** `uefi-test` can exit 1 after its own suite passed:
117	516	context	later	2026-09-20	2026-08-04	M-516 (uefi-test can exit 1 after its own), `design/roadmap/516-uefi-test-exits-one-after-a-passing-suite.md`.
117	150	context	later	2026-09-03	2026-08-04	- **M-150.** The eight hand-maintained lists, nominated by three successive strangers, have
117	252	context	later	2026-09-03	2026-08-04	behind `rust-toolchain.toml`. M-252's sweep found both and fixed them by deleting the
117	150	context	later	2026-09-19	2026-08-04	per calef (2026-08-18). Run 6 found M-150's one-place program declaration working on first
118	117	context	later	2026-08-17	2026-08-04	this project is a document of this length addressed to an agent. M-117 found that
118	78	context	later	2026-08-18	2026-08-04	| benchmarks are first-class; measure, do not argue | the icount tripwire, and `script/icount` since M-78 |
118	97	context	later	2026-08-18	2026-08-04	never the right one. **M-97 built that gate.** `script/citations` opens by naming exactly that
118	96	context	later	2026-08-18	2026-08-04	keeping either way: M-96's lane put the loader unification in its own commit *ahead of* the
118	120	context	later	2026-08-18	2026-08-04	| 2026-08-15 | 4f215acb, 5d00b8e9, 9d1d49fc, 6f71615f | 787 | M-120, the two-directional leak check, S-71, plural maintainers |
118	94	context	later	2026-08-18	2026-08-04	| 2026-08-17 | 77017f71 | **955** | M-94's convention (+87) |
118	96	context	later	2026-08-18	2026-08-04	two purposes into one commit locally, and M-96's loader-ahead-of-migration structure is
118	96	context	later	2026-08-18	2026-08-04	exactly what that would destroy. The M-96 reasoning (879-883) stays either way.
118	114	context	at-creation	2026-08-04	2026-08-04	`DECISIONS.md` became `design/decisions/` (M-114), the roadmap became `design/roadmap/`, and
118	115	context	later	2026-08-18	2026-08-04	three, and it is M-115's shape exactly: the record beside the thing rather than in a registry.
118	134	context	later	2026-08-22	2026-08-04	`script/lint`'s existing `count-at-most` relation (built for M-134's unsafe-density ceiling)
118	262	context	later	2026-09-19	2026-08-04	moved the naming conventions to `design/naming.md` and the file fell to 922; M-262 had asked
118	262	context	later	2026-09-14	2026-08-04	**Raised 1001 to 1009 on 2026-09-14**, net of a consolidation, and the eleven added lines are a third lane-count ceiling: disk. The considered act: the file ...
118	262	context	later	2026-09-05	2026-08-04	**Lowered from 1048 to 988 on 2026-09-05 by M-262, and a lowering deserves the sentence as
118	262	context	later	2026-09-05	2026-08-04	were each already written out in full in both files. That is the defect M-262 was minted for,
118	51	context	later	2026-09-05	2026-08-04	it. calef asked for it as a standing question after it had gone unasked for a month on M-51's
118	262	context	later	2026-09-05	2026-08-04	**Three raises in one day is the argument for M-262, not against the raises.** Each was a
118	55	context	later	2026-08-30	2026-08-04	ecosystem while nife was not ready. A ranking function that still named M-55 would have been
118	160	context	later	2026-08-23	2026-08-04	**Raised from 942 to 947, 2026-08-23**: M-160's naming-tenet extension (three lines
118	161	context	later	2026-08-25	2026-08-04	M-161 two-core-crash lane's `git stash` collided with another session's stash, since the
118	47	context	later	2026-08-26	2026-08-04	(calef, launching M-47's and 49's second-round lanes the same day) moved from a per-brief
119	488	context	later	2026-09-20	2026-08-04	This refusal is M-488 (design/roadmap/488-a-self-hosted-ci-runner.md), which carries it
119	359	context	later	2026-09-19	2026-08-04	- **M-359.** `design/roadmap/359-three-blind-spots-in-the-proof-scope.md`, fix the three
