# The prose ratchet's baseline: milestone 586 (a prose ratchet in lint), for §212 (a prose budget)
# and §213 (writing standards).
# One row per document over at least one limit when it was written. `-` means that measure was
# within its limit, and so may not cross it. A number is a ceiling that may only go DOWN: lower it
# with `python3 helpers/prose_ratchet.py --bank`, which never raises and never adds. A row may be
# removed; a row may not be added and a number may not rise (script/lint compares against the
# merge base). A document that must exceed its row gets a marked exception, not an edit here.
# The one exception is a change of measurement: the `measure:` line below says which one wrote
# these rows, and a change that bumps it re-measures the rows it moved (`--remeasure`), once.
# Limits: words 3000, median sentence 20, longest sentence 40, bold 4 per 1,000 words (held as the
# two counts). Median and bold are not asked of documents under 200 words.
# measure: 2
path	words	median	longest	bold_lead	bold_inline
design/roadmap/26-object-revocation.md	-	-	53	7	2
design/roadmap/260-network-boot-xenon.md	-	21	59	32	25
design/roadmap/261-el0-nvme-on-xenon.md	-	-	59	43	13
design/roadmap/262-consolidate-the-naming-record.md	-	22	54	23	7
design/roadmap/263-can-a-timer-be-a-capability.md	3180	-	74	37	18
design/roadmap/264-sixty-names-nobody-wrote-down.md	-	-	53	34	21
design/roadmap/265-proto-is-a-truncation-not-an-abbreviation.md	3304	-	53	50	12
design/roadmap/266-init-is-an-action-and-the-thing-is-a-process.md	3632	-	56	51	21
design/roadmap/267-the-tour-is-three-things-wearing-one-name.md	3429	-	59	38	19
design/roadmap/268-the-boot-ladder.md	5513	-	66	68	25
design/roadmap/269-machine-as-a-program.md	-	-	47	9	3
design/roadmap/27-rust-std.md	-	-	64	16	4
design/roadmap/270-x86-64-runner-device-parity.md	-	-	-	5	1
design/roadmap/271-pcide-measurement.md	-	25	58	9	4
design/roadmap/272-acpi-core-roster-cross-check.md	-	-	-	5	1
design/roadmap/273-x86-64-scaling-benchmarks.md	-	24.5	-	6	3
design/roadmap/274-apple-silicon-isa-support.md	-	-	61	15	3
design/roadmap/275-fatal-risks-status-check.md	-	23	95	28	7
design/roadmap/276-naming-metrics.md	-	-	50	28	9
design/roadmap/277-mutant-memory-bound.md	-	20.5	58	21	6
design/roadmap/278-user-runtime-pure-modules.md	-	-	47	16	5
design/roadmap/279-documentation-service.md	-	-	47	10	1
design/roadmap/28-line-discipline.md	-	-	52	9	5
design/roadmap/280-unexplained-mutation-scores.md	-	-	47	24	8
design/roadmap/281-watch-is-cut-not-folded.md	-	-	55	19	4
design/roadmap/282-per-thread-cpu-time.md	-	-	43	17	3
design/roadmap/283-one-name-block-per-file.md	-	-	57	19	3
design/roadmap/284-finish-the-progenitor-rename.md	-	-	47	36	11
design/roadmap/285-the-user-mode-prefix.md	-	22	91	18	10
design/roadmap/286-one-enumeration-of-the-gates.md	-	-	61	22	7
design/roadmap/287-bootstrap-installs-a-working-qemu.md	-	-	45	37	14
design/roadmap/288-host-tests-that-assume-an-aarch64-host.md	-	-	88	32	13
design/roadmap/289-the-riscv-tour-earns-its-place.md	-	-	73	21	12
design/roadmap/29-display-terminal.md	-	-	79	17	16
design/roadmap/290-one-ntp-binary-is-three-programs.md	-	-	47	28	23
design/roadmap/291-one-program-one-job.md	-	-	68	19	11
design/roadmap/292-the-sink-contract-ends-are-three-programs.md	-	-	50	18	12
design/roadmap/293-identity-is-an-argument-not-a-role.md	-	-	65	15	13
design/roadmap/294-the-index-is-generated.md	-	-	83	20	8
design/roadmap/295-retire-the-builder-program.md	-	-	73	27	21
design/roadmap/296-initboot-is-shell.md	-	-	57	25	17
design/roadmap/297-soak-becomes-soak-test.md	-	-	86	19	19
design/roadmap/298-retire-the-multicast-dns-responder.md	-	-	55	28	2
design/roadmap/299-x86-port-capability.md	-	21	73	19	9
design/roadmap/30-network-stack.md	-	-	65	13	4
design/roadmap/300-decompose-the-icount-drift.md	-	-	49	11	5
design/roadmap/301-one-grant-order-for-the-progenitor.md	-	27	50	4	1
design/roadmap/302-a-baseline-records-what-it-was-saved-against.md	-	22	60	27	3
design/roadmap/303-x86-64-fs-disk.md	-	23	66	26	6
design/roadmap/304-prover-one-architecture.md	-	-	72	23	17
design/roadmap/305-kernel-falsification-sweep.md	3049	-	58	30	15
design/roadmap/306-time-the-hw-entropy-step.md	-	-	61	23	10
design/roadmap/307-which-assertion-fires.md	-	21	59	17	8
design/roadmap/308-route-gsi-by-index.md	-	-	52	27	12
design/roadmap/309-x86-64-core-cycles.md	-	-	59	32	11
design/roadmap/31-capability-shell.md	-	21	73	23	16
design/roadmap/310-miri-leak-free.md	-	-	53	18	9
design/roadmap/311-audit-cadence-path.md	-	-	64	22	4
design/roadmap/312-drift-bare-metal-list.md	-	-	57	20	9
design/roadmap/313-confinement-audit.md	-	-	85	22	0
design/roadmap/314-ecam-second-witness.md	-	21	59	11	5
design/roadmap/315-port-revoke-every-core.md	-	24	54	15	4
design/roadmap/316-x86-smp-two-cores.md	-	-	63	17	18
design/roadmap/317-interrupt-remapping-flags.md	3681	-	58	39	13
design/roadmap/318-nvme-test-on-real-geometry.md	-	-	99	18	5
design/roadmap/319-machine-discovery-proofs.md	-	-	86	23	11
design/roadmap/32-redoxfs-fs-server.md	-	-	65	22	8
design/roadmap/320-every-pci-bus-the-machine-has.md	-	-	59	13	7
design/roadmap/321-a-corpse-on-four-real-cores.md	-	-	51	27	18
design/roadmap/322-machine-matrix.md	-	-	66	16	13
design/roadmap/323-falsification-record-completeness.md	-	-	56	30	7
design/roadmap/324-the-bench-console-cannot-speak-to-a-board.md	4872	21	71	53	25
design/roadmap/325-what-the-pci-scan-does-not-yet-program.md	-	-	64	9	1
design/roadmap/326-turn-a-mutation-score-upward.md	3819	-	79	44	19
design/roadmap/327-a-credential-endpoint-per-resource.md	-	-	60	5	1
design/roadmap/328-a-grant-on-the-namespace-root.md	-	-	63	3	1
design/roadmap/329-a-record-level-chosen-at-the-wrong-size.md	-	21	56	3	2
design/roadmap/33-compositor.md	-	-	50	6	2
design/roadmap/330-a-regression-gate-for-the-fault-path.md	-	23	83	4	4
design/roadmap/331-a-thread-that-departs-before-it-is-dead.md	-	29	65	3	1
design/roadmap/332-card-pair-verifier.md	-	27	55	3	1
design/roadmap/333-claims-the-sweep-found-false-outside-the-roadmap.md	-	-	55	15	4
design/roadmap/334-colour-and-the-pager.md	-	21	52	3	1
design/roadmap/335-ctx-switch-on-riscv-silicon.md	-	20.5	-	6	1
design/roadmap/336-fastpath-footprint-against-main.md	-	-	61	7	6
design/roadmap/337-frames-a-client-reads-itself.md	-	-	44	3	1
design/roadmap/338-high-water-gauges-for-fixed-tables.md	-	-	53	3	2
design/roadmap/339-how-many-programs-can-fault.md	-	-	59	3	2
design/roadmap/34-gpu-acceleration.md	-	21	75	4	3
design/roadmap/340-image-permissions-required-check.md	-	-	80	6	2
design/roadmap/341-instruments-nothing-runs.md	-	-	50	3	3
design/roadmap/342-kernel-console-arbitration.md	-	21	74	3	1
design/roadmap/343-machine-names-that-lead-in-source.md	-	-	51	11	4
design/roadmap/344-one-branch-prefix-or-five.md	-	21	70	8	2
design/roadmap/345-pure-halves-of-the-user-rt-crates.md	-	21	54	3	2
design/roadmap/346-redoxfs-first-pin-bump.md	-	21.5	54	3	2
design/roadmap/347-redoxfs-patches-upstream.md	-	-	54	3	1
design/roadmap/348-relocatable-x86-64-kernel-image.md	-	21	59	3	1
design/roadmap/349-sampling-the-compositor-sweeps-under-miri.md	-	20.5	48	3	5
design/roadmap/35-dma-confinement-proof.md	-	-	63	23	11
design/roadmap/350-stale-comment-ratio-in-agents-md.md	-	-	41	3	3
design/roadmap/351-std-under-a-narrowed-grant.md	-	21	48	3	1
design/roadmap/352-the-113-rename-that-stopped-at-the-code.md	-	-	48	8	5
design/roadmap/353-the-aarch64-half-of-74.md	3128	-	50	31	16
design/roadmap/354-the-mutants-nobody-counts.md	-	-	76	7	3
design/roadmap/355-the-other-four-loom-surfaces.md	-	-	47	5	0
design/roadmap/356-the-region-half-of-the-retention-declaration.md	-	22.5	62	6	1
design/roadmap/357-the-statuses-the-follow-on-gate-does-not-cover.md	-	-	56	8	1
design/roadmap/358-the-unsafe-log-page-walk-in-revoke.md	-	21.5	49	5	0
design/roadmap/359-three-blind-spots-in-the-proof-scope.md	-	21	55	3	1
design/roadmap/36-foreign-component.md	-	-	75	27	14
design/roadmap/360-timer-rearm-seam.md	-	21	43	3	0
design/roadmap/361-unattributed-fastpath-residuals.md	-	-	48	7	3
design/roadmap/362-virtio-rng-on-the-x86-64-runner.md	-	-	45	4	0
design/roadmap/363-what-asids-bought.md	-	21	50	3	1
design/roadmap/364-x86-64-test-fixtures.md	-	21.5	45	3	0
design/roadmap/365-xtask-in-modules.md	-	-	49	22	1
design/roadmap/366-a-block-site-that-writes-blocked-by-hand.md	-	26	63	6	3
design/roadmap/367-a-boot-banner-that-names-the-build.md	-	24	48	2	4
design/roadmap/368-a-flat-entry-set-counts-bytes-no-syscall-fetches.md	-	-	64	14	14
design/roadmap/369-a-gate-that-can-read-a-machine-with-no-serial-port.md	-	27	48	9	4
design/roadmap/37-redoxfs-crash-consistency.md	-	26	66	7	6
design/roadmap/370-a-layout-control-for-the-perturbation-experiments.md	-	-	91	27	16
design/roadmap/371-a-reply-capability-that-names-a-call.md	-	-	47	7	2
design/roadmap/372-an-entropy-device-that-answers-with-zeros.md	-	23	48	6	0
design/roadmap/373-board-only-features-nothing-compiles.md	-	22	59	4	4
design/roadmap/374-cycles-per-ipc-on-the-bench-card.md	-	-	58	2	4
design/roadmap/375-e3-on-radon-with-real-cycles.md	-	-	46	12	6
design/roadmap/376-nothing-turns-a-device-back-off.md	-	-	46	10	1
design/roadmap/377-one-screendump-decoder-not-two.md	-	23	60	3	1
design/roadmap/378-read-the-dmar-on-xenon.md	-	20.5	51	16	2
design/roadmap/379-select-the-padding-at-boot-not-at-compile-time.md	-	26	59	8	3
design/roadmap/38-filesystem-throughput.md	-	24.5	51	7	4
design/roadmap/380-the-ceiling-applies-to-a-number-that-moved.md	-	-	44	10	3
design/roadmap/381-the-uefi-loaders-firmware-half-is-proved-by-one-boot.md	-	25	61	6	4
design/roadmap/382-three-aim7-job-categories-the-job-mix-does-not-have.md	-	20.5	60	9	6
design/roadmap/383-a-backticked-path-that-does-not-resolve.md	-	-	73	19	6
design/roadmap/384-a-name-resolver-and-who-holds-it.md	-	22	66	11	6
design/roadmap/385-a-note-that-cites-a-milestone-that-moved.md	-	-	73	33	10
design/roadmap/386-a-provenance-token-that-agrees-with-its-own-prose.md	-	21	45	6	3
design/roadmap/387-a-tls-stack-and-which-one.md	-	-	58	18	12
design/roadmap/388-an-acronym-sweep-the-tree-can-do-at-once.md	-	24.5	70	12	8
design/roadmap/389-nife-hosts-on-a-tailnet.md	-	22	50	12	8
design/roadmap/39-repository-structure.md	-	-	72	24	16
design/roadmap/390-spawn-can-place-a-capability-at-a-named-slot.md	-	23	55	8	1
design/roadmap/391-kernel-introspection-over-an-endpoint.md	-	-	74	11	7
design/roadmap/392-a-legacy-virtio-mmio-slot-panics-the-scan.md	-	27	61	7	2
design/roadmap/393-the-host-excluded-crate-set-lives-in-four-places.md	-	-	72	7	3
design/roadmap/394-a-console-server-with-nobody-to-print-for.md	-	20.5	79	10	3
design/roadmap/395-a-third-program-directory-for-tools.md	-	23	77	12	3
design/roadmap/396-an-apt-qemu-that-is-installed-and-then-shadowed.md	-	20.5	64	3	5
design/roadmap/397-bootstrap-installs-and-also-judges.md	-	-	94	7	2
design/roadmap/398-provenance-for-wire-visible-names.md	-	-	77	6	6
design/roadmap/399-the-six-init-roles-in-hello.md	-	-	77	11	2
design/roadmap/40-documentation-service.md	4067	22	95	35	26
design/roadmap/400-the-shell-on-the-firmware-screen.md	-	-	48	33	14
design/roadmap/401-a-gate-that-selects-the-set-it-judges.md	-	-	69	13	5
design/roadmap/402-a-service-report-nobody-is-obliged-to-drain.md	-	-	46	7	4
design/roadmap/403-an-x86-64-host-in-the-host-pass.md	-	23	90	7	3
design/roadmap/404-composing-a-process-from-two-capabilities.md	-	-	107	10	7
design/roadmap/405-nine-init-roles-and-the-entry-the-kernel-picks.md	-	23.5	75	7	3
design/roadmap/406-nothing-in-ci-boots-the-riscv-tour.md	-	24	52	9	8
design/roadmap/407-one-definition-of-the-numbers-a-kernel-test-and-its-program-agree-on.md	-	22	72	10	4
design/roadmap/408-one-home-for-the-trap-on-false-helper.md	-	24	52	7	0
design/roadmap/409-one-machine-description-not-two.md	-	21	64	5	1
design/roadmap/41-dead-code-triage.md	-	-	46	21	19
design/roadmap/410-six-copies-of-the-shared-frame-accessors.md	-	24.5	49	7	1
design/roadmap/411-the-machine-description-should-say-the-screen-geometry.md	-	22	55	4	1
design/roadmap/412-the-uefi-boot-gate-asserts-two-cores-that-do-not-always-start.md	-	-	57	7	4
design/roadmap/413-what-a-caretaker-is-when-it-translates.md	-	-	50	8	2
design/roadmap/414-which-qemu-a-red-post-run-check-was-run-under.md	-	24.5	48	4	3
design/roadmap/415-sub-tripwire-drift-accumulates-across-baseline-saves.md	-	21	67	17	16
design/roadmap/416-the-two-loader-names-the-tree-still-carries.md	-	-	43	11	4
design/roadmap/417-a-usurper-that-reports-instead-of-hanging.md	-	-	50	8	6
design/roadmap/418-did-the-mutation-census-already-know-about-row-12.md	-	22	65	10	2
design/roadmap/419-more-repeats-where-the-job-mix-contends.md	-	-	64	17	4
design/roadmap/42-supply-chain-and-fuzzing.md	-	24	69	10	9
design/roadmap/420-the-rest-of-the-x86-64-fixture-set.md	-	26	53	7	0
design/roadmap/421-a-block-roster-that-can-name-an-nvme-disk.md	-	27.5	64	7	1
design/roadmap/422-a-cadence-job-whose-healthy-state-is-red.md	-	22	55	7	5
design/roadmap/423-a-checked-direct-map-reader-for-the-acpi-walk.md	-	22	57	6	0
design/roadmap/424-a-ring-0-that-provably-cannot-execute-ring-3-pages.md	-	26.5	84	5	0
design/roadmap/425-a-stack-gate-that-fires-only-on-a-filtered-run.md	-	22	71	3	4
design/roadmap/426-a-sweep-for-specification-fields-that-are-one-less.md	-	-	62	6	0
design/roadmap/427-the-documentation-sweep-the-worklist-already-ranks.md	-	-	68	4	3
design/roadmap/428-what-the-weekly-miri-run-should-cost.md	-	-	55	7	2
design/roadmap/429-a-lane-that-outlives-its-own-merge.md	-	-	60	16	4
design/roadmap/43-second-security-audit.md	-	24.5	58	7	4
design/roadmap/430-refusals-written-where-the-tool-cannot-read-them.md	-	-	51	19	11
design/roadmap/431-the-acpi-walk-is-reachable-and-unproved.md	-	-	69	8	3
design/roadmap/432-the-riscv-iommu-driver-has-no-proof.md	-	23	82	6	8
design/roadmap/433-drain-the-proposal-pile.md	-	-	78	32	16
design/roadmap/434-retire-the-proposed-disposition.md	-	23.5	74	17	7
design/roadmap/435-decision-gates-that-name-no-decision.md	3014	-	65	46	12
design/roadmap/436-proposal-paths-that-resolve-to-nothing.md	-	23	52	6	2
design/roadmap/437-a-witness-bit-set-has-no-mechanism.md	-	-	56	11	2
design/roadmap/438-a-mutation-gate-on-the-diff.md	-	-	62	31	18
design/roadmap/439-a-sweep-that-says-it-is-alive.md	-	24	48	9	5
design/roadmap/44-github-hardening.md	-	-	60	17	7
design/roadmap/440-what-no-arguments-means.md	-	-	52	17	12
design/roadmap/441-the-program-that-makes-the-stick.md	-	-	72	20	6
design/roadmap/442-a-crypto-provider-that-builds-on-bare-metal.md	-	-	68	33	10
design/roadmap/443-derived-files-and-numbers-make-lanes-wait.md	-	-	51	30	9
design/roadmap/444-a-citation-says-what-it-cites.md	-	-	45	19	7
design/roadmap/445-the-screen-check-stops-sampling-and-starts-asking.md	-	-	56	23	9
design/roadmap/446-the-naming-worklist-says-what-it-covers.md	-	-	57	16	6
design/roadmap/447-vector-registers-are-a-thread-s-own.md	5219	-	63	48	26
design/roadmap/448-a-refusal-gets-a-number.md	-	21	71	21	14
design/roadmap/449-the-el2-to-el1-drop.md	-	-	-	3	0
design/roadmap/45-codeql-triage.md	-	27	58	7	5
design/roadmap/450-a-signature-over-the-init-image.md	-	21	48	4	0
design/roadmap/451-more-than-eight-names-in-a-grant.md	-	23	-	3	0
design/roadmap/452-a-salvage-tool-for-a-broken-superblock.md	-	-	-	3	0
design/roadmap/453-a-lint-for-a-safety-comment-on-a-safe-fn.md	-	20.5	59	3	0
design/roadmap/454-the-stack-sizes-nobody-has-sized.md	-	-	72	3	0
design/roadmap/455-the-signalling-stratum.md	-	-	-	3	0
design/roadmap/456-the-capability-derivation-tree.md	-	-	42	3	0
design/roadmap/457-sub-page-object-packing.md	-	-	-	3	0
design/roadmap/458-asid-generations-and-rollover.md	-	-	-	3	0
design/roadmap/459-legacy-intx-interrupt-routing.md	-	22	63	3	0
design/roadmap/46-component-renames.md	-	-	60	16	3
design/roadmap/460-a-riscv64-arm-for-instruction-entropy.md	-	-	46	3	0
design/roadmap/461-an-sse-enabled-x86-64-userspace-target.md	-	23	46	4	1
design/roadmap/462-the-soft-aes-cost.md	-	-	41	3	0
design/roadmap/463-an-mcfg-whose-first-bus-is-not-zero.md	-	-	41	3	0
design/roadmap/464-a-committed-baseline-for-the-multitasking-sweep.md	-	-	-	3	0
design/roadmap/465-net-transport-and-socket-test-client-as-crates.md	-	-	-	3	0
design/roadmap/466-verus-and-unbounded-proof.md	-	21	-	3	0
design/roadmap/467-replyrecv-fusion.md	-	21.5	48	3	0
design/roadmap/468-proving-xtask.md	-	-	58	3	0
design/roadmap/469-automating-the-vendored-engine-rebase.md	-	-	-	3	0
design/roadmap/47-navigation-and-naming.md	17315	-	119	175	122
design/roadmap/470-a-gate-on-harness-quality.md	-	-	-	3	0
design/roadmap/471-a-skip-that-returns.md	-	-	46	3	0
design/roadmap/472-a-bench-console-that-drives-power.md	-	-	45	3	0
design/roadmap/473-a-soak-leg-in-script-test.md	-	-	-	3	0
design/roadmap/474-a-general-jh7110-clock-driver.md	-	-	-	3	0
design/roadmap/475-the-accelerator-probe-on-kvm-and-whpx.md	-	-	-	3	0
design/roadmap/476-the-qemu-bounded-self-test-in-a-gate.md	-	-	-	3	0
design/roadmap/477-a-power-cycled-boot-series.md	-	21	-	3	0
design/roadmap/478-tier-three-full-posix.md	-	22	-	3	0
design/roadmap/479-a-blocking-mutation-gate-on-the-diff.md	-	-	52	10	3
design/roadmap/48-job-control.md	-	-	44	14	5
design/roadmap/480-a-server-that-logs-which-channel-a-request-arrived-on.md	-	-	-	3	0
design/roadmap/481-terminal-multiplexing.md	-	-	-	3	0
design/roadmap/482-a-buffering-stage-between-pipe-ends.md	-	-	41	3	0
design/roadmap/483-the-console-server-on-the-sink-protocol.md	-	22	-	3	0
design/roadmap/484-iana-zone-rules-and-strftime.md	-	-	-	3	0
design/roadmap/485-xattrs-in-the-redoxfs-on-disk-format.md	-	-	-	3	0
design/roadmap/486-an-indexed-typed-attribute-store.md	-	-	-	3	0
design/roadmap/487-interleaving-check-as-a-gate.md	-	-	-	3	0
design/roadmap/488-a-self-hosted-ci-runner.md	-	-	43	3	0
design/roadmap/489-the-rule-1-lint-past-the-kernel.md	-	-	-	3	0
design/roadmap/49-users-and-attribution.md	4621	25	100	35	14
design/roadmap/490-cpu-time-in-time.md	-	-	-	3	0
design/roadmap/491-a-committed-blob-that-matches-its-source.md	-	-	49	10	4
design/roadmap/492-a-const-in-a-proof-module-escapes-its-exclusion.md	-	-	55	9	1
design/roadmap/493-a-disk-file-job-mix-needs-a-disk-radon-can-drive.md	-	-	41	9	4
design/roadmap/494-a-driver-for-the-network-card-a-pc-actually-has.md	-	-	53	19	9
design/roadmap/495-a-due-cadence-reaches-nobody.md	-	-	48	9	1
design/roadmap/496-a-dying-programs-last-words-reach-nobody.md	-	-	-	11	4
design/roadmap/497-a-filesystem-server-that-knows-the-time.md	-	-	43	12	1
design/roadmap/498-a-program-that-takes-an-argument-and-an-input.md	-	-	55	9	2
design/roadmap/499-a-renumber-that-cannot-cite-the-wrong-section.md	-	-	-	10	1
design/roadmap/50-pipes-and-redirection.md	-	-	71	25	13
design/roadmap/500-a-stick-that-boots-with-secure-boot-on.md	-	-	-	7	2
design/roadmap/501-a-tls-client-that-speaks-to-one-pinned-peer.md	-	-	-	8	2
design/roadmap/502-a-witness-bit-set-has-no-mechanism.md	-	-	48	10	2
design/roadmap/503-an-event-counter-driver-for-m6-to-m8.md	-	24	-	6	0
design/roadmap/504-an-mtime-for-an-open-file.md	-	-	54	16	3
design/roadmap/505-an-x86-64-input-driver-that-never-lets-the-core-idle.md	-	-	56	5	0
design/roadmap/506-colour-the-kernel-stacks-and-take-e1-again.md	-	20.5	42	7	2
design/roadmap/507-installing-a-package-mutates-or-composes.md	-	-	56	11	10
design/roadmap/508-lint-does-not-build-the-uefi-binary.md	-	-	55	5	2
design/roadmap/509-live-patching-the-kernel.md	-	-	-	2	0
design/roadmap/51-wall-clock-time.md	-	-	55	39	18
design/roadmap/510-nothing-regenerates-the-roadmap-index.md	-	-	49	13	1
design/roadmap/511-the-boards-screen-under-uefi.md	-	-	65	12	4
design/roadmap/512-the-census-blamed-a-pull-request-that-added-four.md	-	-	81	10	5
design/roadmap/513-the-decision-index-is-still-hand-maintained.md	-	23.5	49	4	2
design/roadmap/514-the-hvf-std-listener-hangs-in-some-full-runs.md	-	-	54	4	3
design/roadmap/515-the-installer-a-stick-runs-to-put-itself-on-the-disk.md	-	-	57	21	9
design/roadmap/516-uefi-test-exits-one-after-a-passing-suite.md	-	23	52	4	0
design/roadmap/517-survivor-growth-on-the-lines-a-diff-touched.md	3902	-	60	49	29
design/roadmap/518-the-per-crate-census-nobody-wrote-down.md	-	-	67	24	6
design/roadmap/519-what-this-project-costs.md	-	-	51	28	7
design/roadmap/52-subshells.md	-	-	96	20	18
design/roadmap/520-cfi-in-hand-written-asm.md	-	22	84	22	4
design/roadmap/521-does-ai-review-catch-anything.md	-	-	59	30	16
design/roadmap/522-a-boundary-drawn-by-dependency-not-by-path.md	-	27.5	75	19	5
design/roadmap/523-the-job-mix-supervisor-in-userspace.md	3332	-	77	32	19
design/roadmap/524-the-three-x86-64-boot-gates.md	-	-	50	17	3
design/roadmap/525-a-bad-upgrade-cannot-brick-the-machine.md	-	22	55	21	8
design/roadmap/526-a-riscv64-host-that-hands-us-acpi.md	-	-	46	10	5
design/roadmap/527-the-survey-selector-and-a-threads-placement.md	-	23	56	22	11
design/roadmap/528-cheri-capabilities-are-not-these-capabilities.md	-	-	58	12	3
design/roadmap/529-does-one-nife-crate-parse-under-verus.md	-	23.5	56	6	6
design/roadmap/53-board-peripherals.md	-	-	50	17	3
design/roadmap/530-name-a-customer.md	-	-	52	17	4
design/roadmap/531-no-gate-records-when-it-fires.md	5358	-	137	59	22
design/roadmap/532-the-census-writes-its-own-row.md	-	-	56	8	0
design/roadmap/533-the-roadmap-after-the-split.md	4571	-	53	44	14
design/roadmap/534-the-soft-float-targets-could-now-be-flipped.md	-	-	67	11	9
design/roadmap/535-the-trusted-core-has-no-size.md	-	-	44	15	6
design/roadmap/536-the-unreachable-kernel-claim-is-three-weeks-stale.md	-	-	68	7	3
design/roadmap/537-what-a-trusted-component-costs.md	-	-	-	16	9
design/roadmap/538-what-else-assumes-arch-init-runs-on-every-core.md	-	23	42	6	2
design/roadmap/539-which-rva23-extensions-this-kernel-must-save.md	-	-	42	9	4
design/roadmap/54-network-file-service.md	-	-	62	33	12
design/roadmap/540-a-finding-said-out-loud-is-not-a-finding-recorded.md	-	-	54	13	9
design/roadmap/541-a-timed-window-that-excludes-preemption.md	-	23	65	25	15
design/roadmap/542-gates-that-mean-what-they-measure.md	-	-	69	39	16
design/roadmap/55-time-machine.md	5082	21	55	60	47
design/roadmap/554-a-good-upgrade-sticks.md	-	21	66	23	14
design/roadmap/555-a-program-that-asks-the-cpu-dies-without-saying-so.md	-	-	-	8	8
design/roadmap/556-a-second-risc-v-implementation-for-rent.md	-	-	47	8	3
design/roadmap/557-a-thread-reads-its-own-cpu-from-a-page.md	-	-	62	29	9
design/roadmap/558-a-coremark-score-on-three-architectures.md	-	-	-	7	2
design/roadmap/559-a-list-strangers-read-to-find-a-kernel.md	-	-	49	12	3
design/roadmap/56-secrets-and-entropy.md	-	22	68	22	30
design/roadmap/560-a-long-file-name-or-riscv64-cannot-be-installed.md	-	-	42	7	5
design/roadmap/561-a-per-cpu-allocator-is-what-the-current-cpu-page-was-for.md	-	23	45	5	3
design/roadmap/562-a-risk-entry-should-say-who-argues-it-is-real.md	-	-	-	5	3
design/roadmap/563-a-seal-check-that-reads-bytes-cannot-see-a-check-that-was-dropped.md	-	-	41	7	5
design/roadmap/564-a-userspace-program-cannot-learn-which-cpus-are-online.md	-	22	49	9	2
design/roadmap/565-a-website-for-the-project-plan.md	-	-	60	7	2
design/roadmap/566-is-this-ipc-surface-composable-for-verification.md	-	-	45	6	4
design/roadmap/567-one-rate-mechanism-or-three.md	-	-	42	6	1
design/roadmap/568-the-boot-file-has-nowhere-to-go-on-a-device-tree-machine.md	-	21	59	12	3
design/roadmap/569-the-disk-an-installer-names-has-no-model.md	-	24	51	11	4
design/roadmap/57-partitioning-and-xattrs.md	4326	-	64	45	24
design/roadmap/570-the-install-offer-should-say-what-is-already-on-the-disk.md	-	-	66	8	3
design/roadmap/571-the-x86-boot-calibrates-once-and-can-be-wrong-by-4x.md	-	24	62	19	16
design/roadmap/572-there-is-no-way-back-from-the-stick.md	-	-	45	9	3
design/roadmap/573-two-programs-share-one-disks-transfer-region.md	-	29	61	4	4
design/roadmap/574-what-a-lane-spent-on-its-milestone.md	-	-	58	10	2
design/roadmap/575-a-delegated-reviewer-found-ten-defects-nobody-was-going-to-find.md	-	-	52	9	2
design/roadmap/576-how-many-systems-and-what-do-they-run.md	-	-	51	22	10
design/roadmap/577-icount-baselines-drift-after-a-toolchain-bump.md	-	-	69	22	4
design/roadmap/578-acpi-on-aarch64.md	3127	-	83	35	8
design/roadmap/579-constitution-carry-vs-brief.md	5035	22	63	21	5
design/roadmap/58-riscv-tlb-shootdown.md	-	-	63	14	9
design/roadmap/580-nobody-reads-branches.md	3554	22	56	29	1
design/roadmap/582-decision-status-becomes-frontmatter.md	-	-	52	-	-
design/roadmap/583-citations-across-lines.md	-	-	55	12	2
design/roadmap/584-does-this-layer-earn-its-keep.md	4133	-	57	53	24
design/roadmap/585-two-core-bench-is-a-different-instrument.md	-	-	41	8	3
design/roadmap/587-ci-arch-split.md	3559	-	69	44	7
design/roadmap/588-a-merge-needs-a-review-no-fork-can-supply.md	-	-	53	11	1
design/roadmap/59-cpu-model-matrix.md	-	-	48	11	12
design/roadmap/60-isa-discovery.md	-	-	71	23	6
design/roadmap/61-caretakers.md	3023	-	58	38	25
design/roadmap/62-time-sensitive-tests.md	4338	-	77	47	26
design/roadmap/63-name-spellings.md	3344	-	48	21	15
design/roadmap/64-std-for-real-crates.md	4572	-	94	53	36
design/roadmap/65-secrets-service.md	-	-	-	20	12
design/roadmap/66-vaultwarden.md	-	-	56	12	8
design/roadmap/67-swish-language.md	-	23	54	16	5
design/roadmap/68-code-quality-gates.md	-	-	85	23	15
design/roadmap/69-split-user-rs.md	-	-	48	4	8
design/roadmap/70-swish-logic-crate.md	-	22	50	8	5
design/roadmap/71-thread-start-fault.md	-	-	53	7	7
design/roadmap/72-lost-wakeup.md	-	-	53	4	8
design/roadmap/73-aarch64-file-names.md	-	-	51	19	7
design/roadmap/74-cycle-counters.md	4164	-	78	44	34
design/roadmap/75-cycle-counter-authority.md	-	-	73	8	5
design/roadmap/76-roadmap-split.md	-	-	59	8	17
design/roadmap/77-paging-configurations.md	-	-	43	6	6
design/roadmap/78-load-sensitive-assertions.md	3087	-	72	29	10
design/roadmap/79-miri.md	-	-	49	7	0
design/roadmap/80-loom.md	-	-	50	9	1
design/roadmap/81-hvf-leg.md	-	22	53	9	1
design/roadmap/82-unsafe-op-in-unsafe-fn.md	-	23	46	3	3
